([3, 4], [3, 1])0.0
([6, 5], [8, 5])0.021052631578947368
([5, 4], [6, 5])0.06382978723404253
([2, 1], [9, 5])0.0
([0, 1], [0, 2])0.07291666666666667
([1, 0], [4, 4])0.0
([3, 1], [3, 2])0.5106382978723404
([8, 5], [7, 4])0.0851063829787234
([9, 5], [3, 2])0.0
([5, 5], [1, 2])0.0
([0, 2], [3, 1])0.0
([5, 4], [5, 5])0.03191489361702127
([7, 4], [1, 2])0.0
([1, 1], [8, 4])0.0
([6, 5], [6, 4])0.13684210526315788
([2, 4], [3, 1])0.0
([4, 2], [1, 3])0.0
([6, 5], [5, 4])0.09473684210526315
([4, 3], [7, 5])0.0
([3, 4], [3, 4])0.36170212765957444
([5, 4], [3, 3])0.0
([5, 3], [4, 5])0.0
([0, 0], [0, 1])0.3020833333333333
([2, 1], [3, 2])0.39999999999999997
([7, 5], [7, 4])0.07526881720430108
([5, 4], [4, 2])0.0
([8, 5], [2, 3])0.0
([3, 2], [2, 2])0.07291666666666666
([1, 3], [1, 0])0.0
([0, 2], [3, 4])0.0
([8, 5], [0, 0])0.0
([5, 4], [8, 5])0.0
([0, 1], [4, 3])0.0
([1, 1], [1, 2])0.17708333333333334
([2, 4], [3, 4])0.5268817204301075
([6, 5], [8, 4])0.0
([5, 4], [6, 4])0.24468085106382975
([6, 4], [1, 1])0.0
([7, 5], [2, 3])0.0
([3, 3], [1, 3])0.0
([6, 3], [1, 0])0.0
([2, 2], [2, 2])0.2736842105263158
([5, 4], [5, 4])0.4893617021276595
([7, 5], [0, 0])0.0
([4, 2], [6, 3])0.02127659574468085
([1, 0], [1, 1])0.4361702127659574
([4, 2], [5, 3])0.2872340425531915
([4, 3], [7, 4])0.0
([8, 4], [7, 5])0.043010752688172046
([5, 3], [4, 4])0.03125
([2, 3], [1, 3])0.031914893617021274
([6, 4], [6, 5])0.07446808510638299
([1, 3], [4, 5])0.0
([6, 5], [1, 2])0.0
([6, 4], [5, 5])0.0
([5, 4], [8, 4])0.0
([5, 5], [7, 5])0.03157894736842105
([7, 4], [7, 5])0.13684210526315788
([1, 0], [6, 5])0.0
([4, 3], [2, 3])0.0
([4, 4], [0, 1])0.0
([3, 3], [6, 3])0.0
([6, 4], [3, 3])0.0
([6, 3], [4, 5])0.0
([1, 0], [5, 5])0.0
([4, 3], [0, 0])0.0
([6, 4], [4, 2])0.0
([3, 3], [5, 3])0.021052631578947368
([3, 4], [9, 5])0.0
([4, 2], [3, 1])0.0
([3, 1], [2, 1])0.031914893617021274
([6, 4], [8, 5])0.010638297872340427
([1, 0], [3, 3])0.0
([9, 5], [2, 1])0.0
([1, 0], [4, 2])0.0
([2, 3], [6, 3])0.0
([8, 4], [7, 4])0.3548387096774194
([5, 4], [1, 2])0.0
